Institute_Code,Institute,Department,Category,Year,CAP1,CAP2,CAP3
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GOPENS,2022-23,93.2859511,92.9996682,92.2346476
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GSCS,2022-23,88.9568225,89.8715578,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GSTS,2022-23,16.5730741,41.9139826,41.1873138
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GVJS,2022-23,86.8356112,82.4069575,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GNT1S,2022-23,87.5783283,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GNT2S,2022-23,92.6037916,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GNT3S,2022-23,89.9192371,85.6827453,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,GOBCS,2022-23,91.1864731,89.5056923,88.3304859
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LOPENS,2022-23,93.3030001,94.4876909,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LSCS,2022-23,84.2332613,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LSTS,2022-23,23.4829494,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LVJS,2022-23,75.182198,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LNT2S,2022-23,85.0880607,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,LOBCS,2022-23,89.1304347,91.2564151,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,PWDOPENS,2022-23,32.4992712,95.95134,94.9082722
6007,"Walchand College of Engineering, Sangli",Civil Engineering,DEFOPENS,2022-23,74.9700023,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,TFWS,2022-23,95.2545256,94.4876909,94.2383135
6007,"Walchand College of Engineering, Sangli",Civil Engineering,PWDRSCS,2022-23,27.3337429,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,DEFROBCS,2022-23,59.6829046,,
6007,"Walchand College of Engineering, Sangli",Civil Engineering,EWS,2022-23,93.9764818,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GOPENS,2022-23,,99.2111765,99.1979878
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GSCS,2022-23,96.7270799,97.3192565,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GSTS,2022-23,91.8979281,88.6475955,84.2234647
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GVJS,2022-23,77.9458986,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GNT1S,2022-23,94.4462825,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GNT2S,2022-23,95.085844,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GNT3S,2022-23,96.1795056,98.0767376,97.8065754
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,GOBCS,2022-23,95.0850751,99.0334044,98.9762547
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LOPENS,2022-23,95.7915734,99.07337,98.9311048
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LSCS,2022-23,96.6737739,98.1031757,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LSTS,2022-23,88.4908068,77.6308856,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LVJS,2022-23,63.088298,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LNT1S,2022-23,81.984042,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LNT2S,2022-23,94.6591943,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LNT3S,2022-23,95.2051835,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,LOBCS,2022-23,49.0525702,,98.685144
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,PWDOPENS,2022-23,89.5284491,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,DEFOPENS,2022-23,97.8106451,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,TFWS,2022-23,85.0403264,99.3261199,99.3335539
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,PWDRNT2S,2022-23,96.9440053,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,PWDROBCS,2022-23,98.3058086,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,DEFRSCS,2022-23,93.7141189,,
6007,"Walchand College of Engineering, Sangli",Computer Science and Enginnering,EWS,2022-23,,,99.1864919
6007,"Walchand College of Engineering, Sangli",Information Technology,GOPENS,2022-23,42.8034319,99.002,98.9735791
6007,"Walchand College of Engineering, Sangli",Information Technology,GSCS,2022-23,95.085844,96.7746,96.6135363
6007,"Walchand College of Engineering, Sangli",Information Technology,GSTS,2022-23,97.912167,83.64,79.4729608
6007,"Walchand College of Engineering, Sangli",Information Technology,GVJS,2022-23,97.1309732,,
6007,"Walchand College of Engineering, Sangli",Information Technology,GNT1S,2022-23,96.6086872,,
6007,"Walchand College of Engineering, Sangli",Information Technology,GNT2S,2022-23,98.0732725,,
6007,"Walchand College of Engineering, Sangli",Information Technology,GNT3S,2022-23,97.7872542,97.8816,
6007,"Walchand College of Engineering, Sangli",Information Technology,GOBCS,2022-23,91.8235378,98.8672,98.8504095
6007,"Walchand College of Engineering, Sangli",Information Technology,LOPENS,2022-23,47.8470482,98.7087,98.5958604
6007,"Walchand College of Engineering, Sangli",Information Technology,LSCS,2022-23,91.2295664,95.6018,
6007,"Walchand College of Engineering, Sangli",Information Technology,LSTS,2022-23,93.6527455,,
6007,"Walchand College of Engineering, Sangli",Information Technology,LVJS,2022-23,96.8473791,,
6007,"Walchand College of Engineering, Sangli",Information Technology,LNT1S,2022-23,96.6086872,,
6007,"Walchand College of Engineering, Sangli",Information Technology,LNT2S,2022-23,44.6471616,,
6007,"Walchand College of Engineering, Sangli",Information Technology,LOBCS,2022-23,97.2697226,98.5851,98.5409167
6007,"Walchand College of Engineering, Sangli",Information Technology,PWDOPENS,2022-23,98.7986567,,
6007,"Walchand College of Engineering, Sangli",Information Technology,DEFOPENS,2022-23,96.0291229,,
6007,"Walchand College of Engineering, Sangli",Information Technology,TFWS,2022-23,98.2216336,99.1206,
6007,"Walchand College of Engineering, Sangli",Information Technology,PWDROBCS,2022-23,96.2092924,80.633,
6007,"Walchand College of Engineering, Sangli",Information Technology,DEFROBCS,2022-23,90.3769698,,
6007,"Walchand College of Engineering, Sangli",Information Technology,EWS,2022-23,14.2210761,98.8479,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GOPENS,2022-24,96.727,95.9847,95.7384206
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GSCS,2022-25,91.8979,90.8511759,92.3405466
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GSTS,2022-26,77.9458,63.7783399,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GVJS,2022-27,94.4462,,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GNT1S,2022-28,95.0858,90.0081429,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GNT2S,2022-29,96.1795,95.1073753,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GNT3S,2022-30,96.085,86.8132394,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,GOBCS,2022-31,95.7915,94.9108451,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LOPENS,2022-32,96.6737,96.0722219,96.2884411
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LSCS,2022-33,88.4908,87.985064,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LSTS,2022-34,63.0882,,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LVJS,2022-35,81.984,,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LNT2S,2022-36,94.6591,,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,LOBCS,2022-37,95.2051,94.2439578,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,PWDOPENS,2022-38,49.0525,88.664007,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,DEFOPENS,2022-39,89.5284,98.304354,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,TFWS,2022-40,97.8106,77.1458362,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,DEFROBCS,2022-41,86.0403,96.0737569,
6007,"Walchand College of Engineering, Sangli",Electrical Engineering,EWS,2022-42,96.944,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GOPENS,2022-43,98.3058,97.912167,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GSCS,2022-44,93.7141,95.2545256,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GSTS,2022-45,42.8034,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GVJS,2022-46,95.0858,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GNT1S,2022-47,97.9121,93.7421047,91.9143087
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GNT2S,2022-48,97.1309,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GNT3S,2022-49,96.6086,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,GOBCS,2022-50,98.0732,97.2207779,96.9477226
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LOPENS,2022-51,97.7872,97.4601522,97.149028
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LSCS,2022-52,91.8236,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LSTS,2022-53,47.847,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LVJS,2022-54,91.2295,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LNT1S,2022-55,93.6527,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LNT2S,2022-56,96.8473,,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,LOBCS,2022-57,96.6086,96.0985326,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,PWDOPENS,2022-58,44.6471,97.4224117,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,DEFOPENS,2022-59,97.2597,98.685144,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,TFWS,2022-60,98.7986,85.0403264,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,DEFROBCS,2022-61,96.0291,97.9057095,
6007,"Walchand College of Engineering, Sangli",Electronics Engineering,EWS,2022-62,98.2216,,98.8288936
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GOPENS,2022-23,,95.6090182,95.2797616
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GSCS,2022-23,,89.4070809,89.0325033
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GSTS,2022-23,,12.9353233,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GVJS,2022-23,83.1461738,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GNT1S,2022-23,91.9143087,84.0382056,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GNT2S,2022-23,95.4199555,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GNT3S,2022-23,95.5557697,,87.2542051
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,GOBCS,2022-23,94.9108451,93.8261075,93.774898
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LOPENS,2022-23,94.9538024,94.6506656,94.6506656
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LSCS,2022-23,84.6390824,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LSTS,2022-23,57.9292585,93.3189344,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LVJS,2022-23,91.7615919,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LNT2S,2022-23,93.7059922,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,LOBCS,2022-23,85.8567675,97.9057095,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,PWDOPENS,2022-23,,95.5682731,97.3419098
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,DEFOPENS,2022-23,97.1164439,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,TFWS,2022-23,81.3782643,,
6007,"Walchand College of Engineering, Sangli",Mechanical Engineering,DEFROBCS,2022-23,96.4273868,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GOPENS,2022-23,64.0609282,45.6704109,69.3404295
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GSCS,2022-23,17.4354552,8.3872203,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GSTS,2022-23,,38.5667023,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GVJS,2022-23,,35.6983743,12.099832
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GNT1S,2022-23,39.6081812,54.912555,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GNT2S,2022-23,63.7147595,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GNT3S,2022-23,,61.4673542,21.5067519
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,GOBCS,2022-23,19.8474395,,68.3772406
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LOPENS,2022-23,63.7783399,,84.8685155
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LSCS,2022-23,1.6019716,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,LNT2S,2022-23,80.6330675,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Civil Engineering,TFWS,2022-23,77.6049916,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GOPENS,2022-23,93.5655058,92.8383769,92.9996682
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GSCS,2022-23,86.9511499,87.9005604,87.4346052
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GSTS,2022-23,51.2600953,62.0823842,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GVJS,2022-23,88.5953918,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GNT1S,2022-23,90.0256605,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GNT2S,2022-23,93.2859511,92.7152945,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GNT3S,2022-23,88.7433193,,80.9298585
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,GOBCS,2022-23,91.5164369,91.1518646,92.8629709
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LOPENS,2022-23,93.4850788,92.9779673,92.9054213
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LSCS,2022-23,85.6827453,83.2493822,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LSTS,2022-23,,97.5970425,74.0962113
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LVJS,2022-23,84.3826019,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LNT1S,2022-23,84.9772018,,64.886326
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LNT2S,2022-23,92.8720577,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,LOBCS,2022-23,89.7209567,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,PWDOPENS,2022-23,64.886326,94.0838243,95.7091432
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,DEFOPENS,2022-23,90.1655867,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,TFWS,2022-23,96.6258542,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,DEFRNT2S,2022-23,63.5478045,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,DEFROBCS,2022-23,81.6350139,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Engineering,EWS,2022-23,94.6469248,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Automotive Technology,GOPENS,2022-23,32.1061359,,13.5287968
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Automotive Technology,EWS,2022-23,61.2621174,26.7890081,1.0847132
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GOPENS,2022-23,75.5619344,71.7637042,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GSCS,2022-23,64.0075195,70.8665527,82.1909278
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GSTS,2022-23,,37.5478565,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GVJS,2022-23,53.8866742,35.8351101,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GNT1S,2022-23,39.4227966,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GNT2S,2022-23,71.2367422,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,GOBCS,2022-23,66.5894149,71.4470469,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LOPENS,2022-23,75.6487214,55.8902921,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LSCS,2022-23,71.197687,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LSTS,2022-23,,63.7783399,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LNT1S,2022-23,73.4437245,79.5309168,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LNT2S,2022-23,64.4979119,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,LOBCS,2022-23,57.7165019,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,DEFOPENS,2022-23,57.9292585,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,TFWS,2022-23,87.4167744,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electrical Engineering,EWS,2022-23,77.0895594,,84.1506751
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GOPENS,2022-23,87.7973797,86.1713847,87.0274997
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GSCS,2022-23,75.182198,76.2706983,71.6451268
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GSTS,2022-23,,53.926243,84.2234647
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GVJS,2022-23,54.912555,85.8567675,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GNT1S,2022-23,79.1656813,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GNT2S,2022-23,82.4407997,83.6470757,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GNT3S,2022-23,60.0860804,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,GOBCS,2022-23,84.0382056,86.5233044,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,LOPENS,2022-23,87.5783283,79.4751328,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,LSCS,2022-23,76.5571858,85.9566804,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,LSTS,2022-23,,88.4908068,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,LVJS,2022-23,43.3167495,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,LOBCS,2022-23,86.2044419,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,DEFOPENS,2022-23,30.5619889,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,TFWS,2022-23,90.8511759,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Electronics and Telecommunication Engg,EWS,2022-23,89.4070809,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,GOPENS,2022-23,57.2112851,92.2149174,31.5015186
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,GSTS,2022-23,,90.6725437,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,GNT2S,2022-23,,86.402198,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,GNT3S,2022-23,,90.8511759,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,GOBCS,2022-23,,92.6037916,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,LOPENS,2022-23,6.8230277,89.5284491,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,LSTS,2022-23,,95.3293762,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,LOBCS,2022-23,,93.1886737,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,TFWS,2022-23,39.5925136,52.4476185,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Food Technology And Management,EWS,2022-23,16.5730741,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GOPENS,2022-23,92.8130723,,92.4735769
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GSCS,2022-23,83.1461738,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GSTS,2022-23,38.17388,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GVJS,2022-23,81.984042,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GNT1S,2022-23,87.6060476,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GNT2S,2022-23,91.6047864,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GNT3S,2022-23,85.6913808,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,GOBCS,2022-23,90.9383249,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,LOPENS,2022-23,92.8383769,,92.2448203
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,LSCS,2022-23,83.3246679,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,LOBCS,2022-23,92.2149174,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,DEFOPENS,2022-23,86.8132394,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,TFWS,2022-23,95.8765818,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,PWDOPENS,2022-23,,,92.6037916
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,DEFROBCS,2022-23,65.2657662,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Computer Science and Information Technology,EWS,2022-23,93.4748809,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GOPENS,2022-23,55.2181517,,79.8656107
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GSCS,2022-23,28.1605922,14.2210761,54.1664697
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GSTS,2022-23,,41.9139826,62.3954246
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GVJS,2022-23,,28.1605922,54.124615
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GNT1S,2022-23,12.219415,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GNT2S,2022-23,42.7946749,48.1419882,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GNT3S,2022-23,39.4196471,,66.5894149
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,GOBCS,2022-23,5.1279556,32.1061359,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LOPENS,2022-23,43.3051128,44.9304271,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LSCS,2022-23,32.2127079,89.0594645,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LSTS,2022-23,,59.6829046,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LNT1S,2022-23,4.743833,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LNT2S,2022-23,22.2500723,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,LOBCS,2022-23,38.6417086,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,DEFOPENS,2022-23,82.9381616,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechanical Engineering,TFWS,2022-23,61.8814494,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GOPENS,2022-23,45.6704109,15.1013848,41.4815869
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GSCS,2022-23,2.44018,,30.5619889
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GNT1S,2022-23,13.5287968,,
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GNT2S,2022-23,41.4815869,,26.9007793
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GNT3S,2022-23,,,10.6465496
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Mechatronics Engineering,GOBCS,2022-23,27.3337429,23.2238494,41.1873138
